2022-11-28 12:07:27:164  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-28 12:22:00:985  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:00:987  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:00:988  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:00:989  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:00:990  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:00:991  车速为：51.0166位置标记为：1
2022-11-28 12:22:00:993  vibrationCalculate:计算完成, 位置标记：1
2022-11-28 12:22:01:011  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-28 12:22:01:033  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-28 12:22:01:036  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-28 12:22:01:042  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-28 12:22:27:140  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-28 12:22:27:141  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-28 12:22:27:142  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-28 12:22:27:144  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:145  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:145  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:146  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:146  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:147  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:148  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:149  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-28 12:22:27:149  车速为：51.0166位置标记为：1
2022-11-28 12:22:27:150  vibrationCalculate:计算完成, 位置标记：1
2022-11-28 12:22:27:170  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-28 12:22:27:186  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-28 12:22:27:187  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-28 12:22:27:188  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
