2022-11-29 14:17:18:174  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:22:07:485  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:22:07:486  车速为：64.0371位置标记为：0
2022-11-29 14:22:07:490  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:22:07:600  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:23:02:314  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:23:02:317  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:23:02:330  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:23:02:343  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:345  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:347  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:348  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:350  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:352  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:354  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:355  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:23:02:357  车速为：64.0371位置标记为：1
2022-11-29 14:23:02:362  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:23:02:478  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:23:02:496  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:23:02:499  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:23:02:511  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:23:02:524  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:23:02:526  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:23:02:528  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:23:02:529  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:24:07:765  车速为：64.0371位置标记为：0
2022-11-29 14:24:07:771  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:24:07:902  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:24:14:636  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:24:14:638  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:24:14:650  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:25:25:793  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:796  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:801  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:804  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:809  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:813  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:817  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:819  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:25:25:820  车速为：64.0371位置标记为：1
2022-11-29 14:25:25:825  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:25:25:951  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:25:25:981  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:25:25:985  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:25:25:998  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:25:26:011  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:25:26:013  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:25:26:015  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:25:26:016  electricalTemperatureCalculate:vect2数据分离异常，位置标记：0
2022-11-29 14:27:04:011  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:04:014  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:04:028  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:04:042  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:043  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:045  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:046  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:048  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:049  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:051  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:066  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:04:067  车速为：64.0371位置标记为：1
2022-11-29 14:27:04:072  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:04:193  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:04:213  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:04:217  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:04:231  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:04:245  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:246  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:248  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:250  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:251  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:253  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:254  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:256  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:04:257  车速为：64.0371位置标记为：0
2022-11-29 14:27:04:264  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:04:377  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:27:10:785  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:10:787  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:10:799  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:10:812  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:814  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:816  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:817  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:819  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:820  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:822  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:824  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:10:824  车速为：66.5595位置标记为：1
2022-11-29 14:27:10:828  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:10:941  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:10:955  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:10:958  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:10:968  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:10:980  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:10:981  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:27:10:982  车速为：66.5595位置标记为：0
2022-11-29 14:27:10:986  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:11:095  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:27:24:729  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:24:732  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:24:747  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:24:763  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:765  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:767  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:768  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:770  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:772  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:776  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:779  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:24:781  车速为：51.0166位置标记为：1
2022-11-29 14:27:24:789  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:24:935  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:24:960  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:24:963  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:24:977  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:24:997  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:27:24:997  车速为：51.0166位置标记为：0
2022-11-29 14:27:25:002  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:25:144  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:27:34:417  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:34:419  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:34:430  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:34:443  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:445  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:446  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:448  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:449  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:451  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:453  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:454  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:34:455  车速为：66.9361位置标记为：1
2022-11-29 14:27:34:459  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:34:576  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:34:591  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:34:593  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:34:604  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:34:616  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:617  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:619  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:620  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:622  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:623  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:625  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:626  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:34:626  车速为：66.9361位置标记为：0
2022-11-29 14:27:34:630  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:34:748  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:27:41:607  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:41:610  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:41:627  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:41:646  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:648  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:649  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:651  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:653  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:655  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:657  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:659  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:41:660  车速为：44.3018位置标记为：1
2022-11-29 14:27:41:665  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:41:814  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:41:839  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:41:843  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:41:860  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:41:879  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:881  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:882  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:884  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:886  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:887  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:889  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:891  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:27:41:892  车速为：44.3018位置标记为：0
2022-11-29 14:27:41:897  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:42:051  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:27:47:642  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:27:47:645  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:47:655  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:27:47:668  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:670  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:671  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:673  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:675  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:677  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:678  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:680  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:27:47:681  车速为：65.8188位置标记为：1
2022-11-29 14:27:47:685  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:27:47:798  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:27:47:813  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:27:47:816  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:27:47:827  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:27:47:839  electricalTemperatureCalculate:vect3为空，位置标记：0
2022-11-29 14:27:47:840  车速为：65.8188位置标记为：0
2022-11-29 14:27:47:845  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 14:27:47:954  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 14:28:35:001  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 14:28:35:004  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:28:35:019  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 14:28:35:035  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:037  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:038  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:040  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:042  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:043  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:045  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:047  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 14:28:35:048  车速为：51.0166位置标记为：1
2022-11-29 14:28:35:053  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 14:28:35:188  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 14:28:35:207  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 14:28:35:210  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 14:28:35:225  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 14:28:35:241  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:28:35:242  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:28:35:244  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 14:28:35:246  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
