2022-07-15 23:17:07:969  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-15 23:29:57:983  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-15 23:29:58:022  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-15 23:29:58:031  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:032  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:034  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:036  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:038  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:040  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:042  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:044  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:29:58:045  车速为：72.0627位置标记为：0
2022-07-15 23:29:58:051  vibrationCalculate:计算完成, 位置标记：0
2022-07-15 23:29:58:195  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-15 23:30:04:829  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-15 23:30:04:834  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-15 23:30:04:842  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-07-15 23:30:04:849  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:851  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:852  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:854  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:855  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:857  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:858  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:860  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-15 23:30:04:860  车速为：72.2513位置标记为：1
2022-07-15 23:30:04:867  vibrationCalculate:计算完成, 位置标记：1
2022-07-15 23:30:04:983  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-07-15 23:30:05:006  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-15 23:30:05:011  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-15 23:30:05:020  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-15 23:30:05:026  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:028  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:029  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:031  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:032  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:034  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:036  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:040  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-15 23:30:05:042  车速为：72.2513位置标记为：0
2022-07-15 23:30:05:050  vibrationCalculate:计算完成, 位置标记：0
2022-07-15 23:30:05:166  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-15 23:37:13:528  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-15 23:37:13:536  temperatureCalculate：G2分轮完成，分轮数尺度为：96
2022-07-15 23:37:13:537  temperatureCalculate：m_nAxleMarkG2数据异常，位置标记：1
2022-07-15 23:37:13:538  electricalTemperatureCalculate：m_nAxleMarkG2数据不是48个，数据异常，位置标记：1
2022-07-15 23:37:13:540  车速为：72.2513位置标记为：1
2022-07-15 23:37:13:547  vibrationCalculate:G3分轮异常，位置标记为：1
2022-07-15 23:37:13:625  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-15 23:37:13:632  temperatureCalculate：G2分轮完成，分轮数尺度为：96
2022-07-15 23:37:13:633  temperatureCalculate：m_nAxleMarkG2数据异常，位置标记：0
2022-07-15 23:37:13:634  electricalTemperatureCalculate：m_nAxleMarkG2数据不是48个，数据异常，位置标记：0
2022-07-15 23:37:13:636  车速为：72.2513位置标记为：0
2022-07-15 23:37:13:645  vibrationCalculate:G3分轮异常，位置标记为：0
