2022-07-10 14:02:57:200  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-10 14:13:06:565  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:06:568  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:06:569  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:06:570  车速为：22.0154位置标记为：1
2022-07-10 14:13:06:580  vibrationCalculate:计算完成, 位置标记：1
2022-07-10 14:13:06:662  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-07-10 14:13:06:704  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-10 14:13:06:710  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:13:06:716  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-10 14:13:06:722  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:723  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:725  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:726  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:727  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:729  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:730  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:731  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:06:732  车速为：22.0154位置标记为：0
2022-07-10 14:13:06:742  vibrationCalculate:计算完成, 位置标记：0
2022-07-10 14:13:06:828  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-10 14:13:19:579  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-10 14:13:19:591  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:13:19:601  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-07-10 14:13:19:608  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:610  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:611  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:613  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:615  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:617  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:619  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:621  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:13:19:622  车速为：72.2513位置标记为：1
2022-07-10 14:13:19:629  vibrationCalculate:计算完成, 位置标记：1
2022-07-10 14:13:19:754  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-07-10 14:13:19:785  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-10 14:13:19:796  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:13:19:810  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-10 14:13:19:817  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:819  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:820  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:822  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:824  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:826  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:827  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:829  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:13:19:830  车速为：72.2513位置标记为：0
2022-07-10 14:13:19:837  vibrationCalculate:计算完成, 位置标记：0
2022-07-10 14:13:19:960  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-10 14:15:38:633  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-10 14:15:38:638  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:15:38:643  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-07-10 14:15:38:648  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:649  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:650  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:651  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:653  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:654  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:655  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:656  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:15:38:657  车速为：22.0154位置标记为：1
2022-07-10 14:15:38:667  vibrationCalculate:计算完成, 位置标记：1
2022-07-10 14:15:38:750  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-07-10 14:15:38:795  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-10 14:15:38:800  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:15:38:807  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-10 14:15:38:814  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:818  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:820  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:822  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:823  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:825  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:826  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:828  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:15:38:828  车速为：22.0154位置标记为：0
2022-07-10 14:15:38:838  vibrationCalculate:计算完成, 位置标记：0
2022-07-10 14:15:38:923  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-10 14:16:03:498  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-10 14:16:03:502  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:16:03:510  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-07-10 14:16:03:525  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:528  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:529  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:531  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:532  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:534  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:536  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:538  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-07-10 14:16:03:539  车速为：72.2513位置标记为：1
2022-07-10 14:16:03:546  vibrationCalculate:计算完成, 位置标记：1
2022-07-10 14:16:03:679  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-07-10 14:16:03:713  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-10 14:16:03:721  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-07-10 14:16:03:730  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-07-10 14:16:03:749  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:750  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:752  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:754  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:755  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:757  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:761  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:763  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-07-10 14:16:03:764  车速为：72.2513位置标记为：0
2022-07-10 14:16:03:771  vibrationCalculate:计算完成, 位置标记：0
2022-07-10 14:16:03:905  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-07-10 14:18:21:392  preprocess:磁钢信号预处理完成，位置标记：1
2022-07-10 14:18:21:400  temperatureCalculate：G2分轮完成，分轮数尺度为：96
2022-07-10 14:18:21:401  temperatureCalculate：m_nAxleMarkG2数据异常，位置标记：1
2022-07-10 14:18:21:402  electricalTemperatureCalculate：m_nAxleMarkG2数据不是48个，数据异常，位置标记：1
2022-07-10 14:18:21:402  车速为：22.0154位置标记为：1
2022-07-10 14:18:21:411  vibrationCalculate:G3分轮异常，位置标记为：1
2022-07-10 14:18:21:518  preprocess:磁钢信号预处理完成，位置标记：0
2022-07-10 14:18:21:529  temperatureCalculate：G2分轮完成，分轮数尺度为：96
2022-07-10 14:18:21:529  temperatureCalculate：m_nAxleMarkG2数据异常，位置标记：0
2022-07-10 14:18:21:530  electricalTemperatureCalculate：m_nAxleMarkG2数据不是48个，数据异常，位置标记：0
2022-07-10 14:18:21:531  车速为：22.0154位置标记为：0
2022-07-10 14:18:21:540  vibrationCalculate:G3分轮异常，位置标记为：0
